SessionId,EventType,CreatedAt,Device,UserAgent,Browser,OS,Language,Timezone,Path
4c8b3dff-9a77-4179-bd04-b83120d0b348,Visit Site,6/2/2022 11:12:15,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Firefox 89,Windows,ru-RU,Europe/Minsk,/blog/multiple-authentication-schemes-with-aspnet-core-and-azure-active-directory
46f19510-4cb7-410a-8701-6a07b895dd42,Visit Site,6/2/2022 15:44:48,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,zh-TW,Asia/Hong_Kong,/blog/how-to-do-an-index-match-with-python-and-pandas
220f5d2c-48f1-4cf7-b2bc-2d9841ac0b21,Visit Site,6/2/2022 12:45:21,Mobile,"Mozilla/5.0 (Linux; Android 9; SM-J730GM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.105 Mobile Safari/537.36",Chrome 89,Linux,en-US,Asia/Calcutta,/blog/query-sql-and-download-csv-and-xlsx-in-flask
47694cac-65b1-4846-bedb-e43be99b5b8a,Visit Site,6/2/2022 1:57:3,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-US,America/New_York,/blog/how-to-do-an-index-match-with-python-and-pandas
5610de2d-3e8b-4eb3-a0da-e25cb8d79444,Visit Site,6/2/2022 1:36:31,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-US,America/New_York,/blog/how-to-do-an-index-match-with-python-and-pandas
cbaabd8a-4d13-486b-86fb-c867ff4f3718,Visit Site,6/2/2022 10:26:55,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-US,Asia/Calcutta,/blog/how-to-batch-rename-files-in-folders-with-python
48690464-adb2-4109-8295-bc0c932bc79c,Visit Site,5/2/2022 22:7:29,Mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",Safari 15,MacOS,en-US,America/Chicago,/blog/multiple-authentication-schemes-with-aspnet-core-and-azure-active-directory
ba17ba09-a2ba-40bb-9805-c13c4fa7307a,Visit Site,6/2/2022 10:28:46,Mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1",Safari 14,MacOS,en-gb,Asia/Hong_Kong,/blog/how-to-do-an-index-match-with-python-and-pandas
0e9e4e7f-9d33-4993-b6f1-8619722286ef,Visit Site,5/2/2022 18:44:5,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-US,America/New_York,/blog/how-to-scrape-and-analyse-your-amazon-spending-data
0b2175a7-beea-4964-8b0c-92c5f120dbe8,Visit Site,5/2/2022 13:42:21,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",Chrome 98,Windows,en-US,America/Los_Angeles,/blog/maintaining-a-healthy-positive-mindset-as-a-programmer
5d3943d4-e597-4032-9079-c55cdd0c5ce6,Visit Site,5/2/2022 19:57:29,Desktop,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0,Firefox 86,UNIX,fr,Europe/Paris,/blog/searching-for-text-in-pdfs-at-increasing-scale
3187e710-79a2-4d09-a37b-c528fcd23b23,Visit Site,5/2/2022 11:45:2,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",Chrome 97,Windows,en-US,America/Chicago,/blog/how-to-do-an-index-match-with-python-and-pandas
d6db24f8-49de-42a0-a918-b1111e0968dd,Visit Site,5/2/2022 18:9:51,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.81 Safari/537.36",Chrome 98,Windows,sv-SE,Europe/Stockholm,/blog/query-sql-and-download-csv-and-xlsx-in-flask
0d8d4d9b-97fe-4fdd-8f5a-00f8fe465f47,Visit Site,5/2/2022 18:55:50,Mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/97.0.4692.84 Mobile/15E148 Safari/604.1",Safari 604,MacOS,en-CA,Asia/Muscat,/blog/how-to-do-an-index-match-with-python-and-pandas
44ebfd3a-a82c-4eef-8232-a8216e881b09,Visit Site,5/2/2022 14:7:26,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15",Safari 15,MacOS,it-IT,Europe/Rome,/blog/how-to-batch-rename-files-in-folders-with-python
a0331214-fda5-4c10-9764-f161b5ad5a85,Visit Site,5/2/2022 13:21:57,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15",Safari 15,MacOS,it-IT,Europe/Rome,/blog/how-to-batch-rename-files-in-folders-with-python
676c643e-29a7-415a-87ca-d8878fd5cd16,Visit Site,5/2/2022 12:7:41,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Chrome 96,MacOS,en-GB,Europe/London,/blog/how-to-do-an-index-match-with-python-and-pandas
ae0589dd-9bb7-44e3-a1f1-fa0a28864f0b,Visit Site,5/2/2022 17:22:37,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-US,Asia/Calcutta,/blog/query-sql-and-download-csv-and-xlsx-in-flask
7188a6de-d326-4658-8a94-d5f54cd30ba7,Visit Site,5/2/2022 17:8:32,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-US,Asia/Calcutta,/blog/query-sql-and-download-csv-and-xlsx-in-flask
91f3fc3d-cce6-4a9d-aece-4d3521891b80,Visit Site,5/2/2022 16:33:46,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-US,Asia/Dhaka,/
bd0a4161-4d68-4850-b90e-ef15885dd3f4,Visit Site,5/2/2022 16:32:51,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-US,Asia/Dhaka,/
2ea2e8b5-213c-45a4-928e-0dd0a2626874,Visit Site,5/2/2022 16:13:53,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-US,Asia/Dhaka,/
7d0a7cd4-6695-494f-9d3b-a5500465a5eb,Visit Site,5/2/2022 11:25:57,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,ru-RU,Europe/Moscow,/blog/query-sql-and-download-csv-and-xlsx-in-flask
f40c5d2b-2442-4f8b-b7e5-8115f25ad1ef,Visit Site,5/2/2022 10:49:51,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-US,Asia/Dhaka,/
fabe2db8-b434-42b3-8a55-4d0aae1f29df,Visit Site,4/2/2022 23:21:21,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:96.0) Gecko/20100101 Firefox/96.0,Firefox 96,Windows,en-US,America/New_York,/blog/how-to-batch-rename-files-in-folders-with-python
5665ba1c-6eb2-4913-ba06-660add535022,Visit Site,5/2/2022 12:39:57,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",Safari 14,MacOS,en-us,Asia/Tokyo,/blog/how-to-do-an-index-match-with-python-and-pandas
dea382ab-0a86-4060-adf1-1ecfa8afbd27,Visit Site,4/2/2022 22:20:46,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,es-US,America/Lima,/blog/query-sql-and-download-csv-and-xlsx-in-flask
8e4de57e-d09a-4d1f-bf37-9e6e9c79a0ec,Visit Site,4/2/2022 21:40:32,Mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/97.0.4692.84 Mobile/15E148 Safari/604.1",Safari 604,MacOS,en-US,America/New_York,/blog/creating-your-own-website-analytics-solution-with-aws-lambda-and-google-sheets
d68a15b3-8ea6-4ae9-bcaa-33d874a40cd8,Visit Site,4/2/2022 18:28:34,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:96.0) Gecko/20100101 Firefox/96.0,Firefox 96,Windows,en-US,America/Los_Angeles,/blog/how-to-do-an-index-match-with-python-and-pandas
87719041-10f7-41ac-99e0-4e347a3bd915,Visit Site,5/2/2022 9:28:6,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36",Chrome 98,MacOS,en-US,Asia/Jakarta,/blog/how-to-batch-rename-files-in-folders-with-python
d8c82609-dad8-4814-9e32-ab48070c0071,Visit Site,4/2/2022 18:26:25,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:96.0) Gecko/20100101 Firefox/96.0,Firefox 96,Windows,en-US,America/Los_Angeles,/blog/how-to-do-an-index-match-with-python-and-pandas
d8a31b69-15c1-438c-a4cf-620377cd1423,Visit Site,4/2/2022 17:40:35,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-US,America/New_York,/blog/automated-deployment-of-a-vue-flask-app-using-azure-pipelines
deea02f4-9a37-4571-9bba-59759e6471e9,Visit Site,4/2/2022 23:23:5,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.76",Edge (Chromium) 97,Windows,en-US,Europe/Warsaw,/blog/how-to-batch-rename-files-in-folders-with-python
83eee0d5-f0b5-499c-ba2f-9dedfb0a4530,Visit Site,4/2/2022 16:14:14,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-US,America/Chicago,/blog/how-to-batch-rename-files-in-folders-with-python
8cb55c50-86ed-4d73-af31-a38ec3f0d044,Visit Site,4/2/2022 15:20:1,Desktop,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-US,America/Chicago,/blog/how-to-do-an-index-match-with-python-and-pandas
0cebaada-db12-4d99-b6e9-12be70477017,Visit Site,4/2/2022 21:15:7,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Chrome 95,MacOS,de-DE,Europe/Berlin,/blog/reduce-material-design-icons-font-to-7kb-and-automate-with-pyautogui
79c3582f-db8d-4bf7-b867-b4314d56417b,Visit Site,4/2/2022 12:8:37,Mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Mobile/15E148 Safari/604.1",Safari 15,MacOS,en-US,America/Los_Angeles,/
c01bf0d2-61ec-4692-ba9d-66f59fb25616,Visit Site,4/2/2022 21:27:16,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-US,Europe/Minsk,/blog/multiple-authentication-schemes-with-aspnet-core-and-azure-active-directory
eb55617f-e5f2-4e2d-b5b7-42ffd9e475fb,Visit Site,4/2/2022 9:29:47,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",Chrome 92,Windows,en-US,America/Los_Angeles,/blog/searching-for-text-in-pdfs-at-increasing-scale
487d7dd7-f32f-46d5-8e43-a6c42adde0fa,Visit Page,4/2/2022 18:24:0,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-US,Europe/Berlin,/blog/how-to-scrape-and-analyse-your-amazon-spending-data
487d7dd7-f32f-46d5-8e43-a6c42adde0fa,Visit Site,4/2/2022 18:19:40,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-US,Europe/Berlin,/blog/how-to-do-an-index-match-with-python-and-pandas
b188afb4-6b3e-4759-bbf7-29b1d2faef31,Visit Site,4/2/2022 12:8:30,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:96.0) Gecko/20100101 Firefox/96.0,Firefox 96,Windows,en-US,America/New_York,/blog/automated-deployment-of-a-vue-flask-app-using-azure-pipelines
78cf3542-999e-49b8-9605-b82d4acea587,Visit Site,4/2/2022 16:57:49,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-US,Europe/London,/blog/multiple-authentication-schemes-with-aspnet-core-and-azure-active-directory
a6c96dee-2fc0-45e6-a084-0bebce95e228,Visit Site,4/2/2022 10:52:37,Desktop,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-US,America/Chicago,/blog/how-to-batch-rename-files-in-folders-with-python
5e5cf9d0-dfc4-42e2-81c2-7e5cf9ac225c,Visit Site,4/2/2022 11:15:35,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,MacOS,en-CA,America/Toronto,/blog/how-to-batch-rename-files-in-folders-with-python
0391c424-9356-4aba-ba74-eba6e9a857fc,Visit Site,4/2/2022 11:7:21,Desktop,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:96.0) Gecko/20100101 Firefox/96.0,Firefox 96,MacOS,ru-RU,America/Cancun,/blog/multiple-authentication-schemes-with-aspnet-core-and-azure-active-directory
d5c807d8-a1a1-41f4-b7e5-45869cccf69d,Visit Site,4/2/2022 21:14:46,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:96.0) Gecko/20100101 Firefox/96.0,Firefox 96,Windows,en-US,Asia/Kolkata,/blog/automated-deployment-of-a-vue-flask-app-using-azure-pipelines
ea244463-a554-4527-9bdb-3b73bb33c05c,Visit Site,4/2/2022 15:43:0,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-GB,Europe/London,/blog/multiple-authentication-schemes-with-aspnet-core-and-azure-active-directory
ea8035e5-7997-466d-be6e-4b21f6863710,Visit Site,4/2/2022 19:35:30,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36 OPR/82.0.4227.58",Opera 82,Windows,en-US,Asia/Muscat,/blog/how-to-do-an-index-match-with-python-and-pandas
68582f5d-f30e-4a41-ac13-6c2f20e52099,Visit Site,4/2/2022 15:32:51,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Chrome 95,Windows,en-US,Europe/London,/blog/how-to-do-an-index-match-with-python-and-pandas
0fa5a584-1048-441c-8ef8-62acab75e0f0,Visit Site,4/2/2022 15:9:53,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-GB,Europe/London,/blog/multiple-authentication-schemes-with-aspnet-core-and-azure-active-directory
959d7954-5d6c-4b89-8327-3e413403b233,Visit Site,4/2/2022 15:9:52,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-GB,Europe/London,/blog/multiple-authentication-schemes-with-aspnet-core-and-azure-active-directory
781e9ec3-5e85-46aa-a59f-740e88d81d88,Visit Site,4/2/2022 15:55:24,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,Firefox 91,Windows,en-US,Europe/Paris,/blog/how-to-do-an-index-match-with-python-and-pandas
982dc778-fa2b-433b-ab72-009d260f71ef,Visit Site,4/2/2022 9:51:14,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-US,America/New_York,/blog/multiple-authentication-schemes-with-aspnet-core-and-azure-active-directory
6ceb44bb-c326-4325-9626-0eba0ef462c3,Visit Site,4/2/2022 14:46:41,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-GB,Europe/London,/blog/multiple-authentication-schemes-with-aspnet-core-and-azure-active-directory
00f45601-0b8f-47a7-a998-4277f0bcefef,Visit Site,4/2/2022 8:44:44,Mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",Safari 15,MacOS,en-US,America/Chicago,/blog/how-to-do-an-index-match-with-python-and-pandas
89f6851f-a94d-4da9-84bd-67b06b52e85d,Visit Site,4/2/2022 22:38:1,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.76",Edge (Chromium) 97,Windows,en-US,Asia/Shanghai,/blog/multiple-authentication-schemes-with-aspnet-core-and-azure-active-directory
a414bb81-7928-4cfa-91b3-1045f4bad736,Visit Site,4/2/2022 15:18:35,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,nl-NL,Europe/Brussels,/blog/how-to-do-an-index-match-with-python-and-pandas
374bc72b-1fe1-4239-bd3d-445bdb7d5e36,Visit Site,4/2/2022 15:16:45,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,nl-NL,Europe/Brussels,/blog/how-to-do-an-index-match-with-python-and-pandas
1da3820a-2812-4cd9-a81e-a207d694b821,Visit Site,4/2/2022 11:59:23,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Chrome 97,Windows,en-US,Europe/London,/blog/multiple-authentication-schemes-with-aspnet-core-and-azure-active-directory
f3288624-4864-4b4b-b3ff-e328d79d3855,Visit Site,4/2/2022 16:6:7,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.76",Edge (Chromium) 97,Windows,en-US,Africa/Nairobi,/blog/query-sql-and-download-csv-and-xlsx-in-flask
1661c2ef-8c89-4549-bb92-2b1d4292afb3,Visit Site,4/2/2022 7:35:18,Mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1",Safari 14,MacOS,en-us,America/New_York,/blog/query-sql-and-download-csv-and-xlsx-in-flask
a724159c-838d-406e-9d6f-bdf05f545d42,Visit Site,4/2/2022 13:26:1,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.76",Edge (Chromium) 97,Windows,nl,Europe/Amsterdam,/blog/searching-for-text-in-pdfs-at-increasing-scale
